No,Section,Page,Header,Emoji,English,Sinhala
10009,Characters,Symbols2,other-symbol,◝,upper right quadrant circular arc,E13.1-411
10010,Characters,Symbols2,other-symbol,◞ -name,lower right quadrant circular arc,E13.1-412
10011,Characters,Symbols2,other-symbol,◞,lower right quadrant circular arc,E13.1-412
10012,Characters,Symbols2,other-symbol,◟ -name,lower left quadrant circular arc,E13.1-413
10013,Characters,Symbols2,other-symbol,◟,lower left quadrant circular arc,E13.1-413
10014,Characters,Symbols2,other-symbol,◠ -name,upper half circle,E13.1-414
10015,Characters,Symbols2,other-symbol,◠,upper half circle,E13.1-414
10016,Characters,Symbols2,other-symbol,◡ -name,lower half circle,E13.1-415
10017,Characters,Symbols2,other-symbol,◡,lower half circle,E13.1-415
10018,Characters,Symbols2,other-symbol,◢ -name,filled lower right triangle,E13.1-416
10019,Characters,Symbols2,other-symbol,◢,filled lower right triangle,E13.1-416
10020,Characters,Symbols2,other-symbol,◣ -name,filled lower left triangle,E13.1-417
10021,Characters,Symbols2,other-symbol,◣,filled lower left triangle,E13.1-417
10022,Characters,Symbols2,other-symbol,◤ -name,filled upper left triangle,E13.1-418
10023,Characters,Symbols2,other-symbol,◤,filled upper left triangle,E13.1-418
10024,Characters,Symbols2,other-symbol,◥ -name,filled upper right triangle,E13.1-419
10025,Characters,Symbols2,other-symbol,◥,filled upper right triangle,E13.1-419
10026,Characters,Symbols2,other-symbol,◦ -name,hollow bullet,E13.1-420
10027,Characters,Symbols2,other-symbol,◦,hollow bullet,E13.1-420
10028,Characters,Symbols2,other-symbol,◳ -name,hollow square upper right quadrant,E13.1-421
10029,Characters,Symbols2,other-symbol,◳,hollow square upper right quadrant,E13.1-421
10030,Characters,Symbols2,other-symbol,◷ -name,hollow circle with upper right quadrant,E13.1-422
10031,Characters,Symbols2,other-symbol,◷,hollow circle with upper right quadrant,E13.1-422
10032,Characters,Symbols2,other-symbol,◿ -name,lower right triangle,E13.1-425
10033,Characters,Symbols2,other-symbol,◿,lower right triangle,E13.1-425
10034,Characters,Symbols2,other-symbol,⨧ -name,plus subscript two,E13.1-426
10035,Characters,Symbols2,other-symbol,⨧,plus subscript two,E13.1-426
10036,Characters,Symbols2,other-symbol,⨯ -name,vector cross product,E13.1-427
10037,Characters,Symbols2,other-symbol,⨯,vector cross product,E13.1-427
10038,Characters,Symbols2,other-symbol,⨼ -name,interior product,E13.1-428
10039,Characters,Symbols2,other-symbol,⨼,interior product,E13.1-428
10040,Characters,Symbols2,other-symbol,⩣ -name,logical or double underbar,E13.1-429
10041,Characters,Symbols2,other-symbol,⩣,logical or double underbar,E13.1-429
10042,Characters,Symbols2,other-symbol,⩽ -name,less-than slanted equal,E13.1-430
10043,Characters,Symbols2,other-symbol,⩽,less-than slanted equal,E13.1-430
10044,Characters,Symbols2,other-symbol,⪍ -name,less-than above similar equal,E13.1-431
10045,Characters,Symbols2,other-symbol,⪍,less-than above similar equal,E13.1-431
10046,Characters,Symbols2,other-symbol,⪚ -name,double-line equal greater-than,E13.1-432
10047,Characters,Symbols2,other-symbol,⪚,double-line equal greater-than | inequality | mathematics,E13.1-432
10048,Characters,Symbols2,other-symbol,⪺ -name,succeeds above not almost equal,E13.1-433
10049,Characters,Symbols2,other-symbol,⪺,succeeds above not almost equal,E13.1-433
10050,Characters,Symbols2,other-symbol,₢ -name,cruzeiro,E13.1-434
10051,Characters,Symbols2,other-symbol,₢,BRB | cruzeiro | currency,E13.1-434
10052,Characters,Symbols2,other-symbol,₣ -name,french franc,E13.1-435
10053,Characters,Symbols2,other-symbol,₣,currency | franc | french franc,E13.1-435
10054,Characters,Symbols2,other-symbol,₤ -name,lira,E13.1-436
10055,Characters,Symbols2,other-symbol,₤,currency | lira,E13.1-436
10056,Characters,Symbols2,other-symbol,₰ -name,german penny,E13.1-437
10057,Characters,Symbols2,other-symbol,₰,currency | german penny | pfennig,E13.1-437
10058,Characters,Symbols2,other-symbol,₳ -name,austral,E13.1-438
10059,Characters,Symbols2,other-symbol,₳,ARA | austral | currency,E13.1-438
10060,Characters,Symbols2,other-symbol,₶ -name,livre tournois,E13.1-439
10061,Characters,Symbols2,other-symbol,₶,currency | livre tournois,E13.1-439
10062,Characters,Symbols2,other-symbol,₷ -name,spesmilo,E13.1-440
10063,Characters,Symbols2,other-symbol,₷,currency | spesmilo,E13.1-440
10064,Characters,Symbols2,other-symbol,₨ -name,rupee,E13.1-441
10065,Characters,Symbols2,other-symbol,₨,currency | rupee,E13.1-441
10066,Characters,Symbols2,other-symbol,﷼ -name,rial,E13.1-442
10067,Characters,Symbols2,other-symbol,﷼,currency | rial,E13.1-442
10069,Characters,Symbols2,alphanum,🔠,ABCD | input | latin | letters | uppercase,අකුරු | ආදානය | කැපිටල් අකුරු | ලතින් | ලතින් කැපිටල් අකුරු අදානය
10071,Characters,Symbols2,alphanum,🔡,abcd | input | latin | letters | lowercase,abcd | අකුරු | ආදානය | ලතින් | ලතින් සිම්පල් අකුරු ආදානය | සිම්පල් අකුරු
10073,Characters,Symbols2,alphanum,🔢,1234 | input | numbers,1234 | අංක | ආදානය
10075,Characters,Symbols2,alphanum,🔣,〒♪&% | input | input symbols,ආදානය | සංකේත ආදානය
10077,Characters,Symbols2,alphanum,🔤,abc | alphabet | input | latin | letters,abc | අකුරු | ආදානය | ලතින් | හෝඩිය
10079,Characters,Symbols2,alphanum,🅰,A | A button (blood type) | blood type,a | a බොත්තම | රුධිරය
10081,Characters,Symbols2,alphanum,🆎,AB | AB button (blood type) | blood type,ab | ab බොත්තම | රුධිරය
10083,Characters,Symbols2,alphanum,🅱,B | B button (blood type) | blood type,b | b බොත්තම | රුධිරය
10085,Characters,Symbols2,alphanum,🆑,CL | CL button,cl | CL බොත්තම
10087,Characters,Symbols2,alphanum,🆒,COOL | COOL button,cool | COOL බොත්තම
10089,Characters,Symbols2,alphanum,🆓,FREE | FREE button,free | FREE බොත්තම
10091,Characters,Symbols2,alphanum,ℹ,i | information,i | තොරතුරු | තොරතුරු මූලාශ්‍රය
10093,Characters,Symbols2,alphanum,🆔,ID | ID button | identity,id | ID බොත්තම | අනන්‍යතාව
10095,Characters,Symbols2,alphanum,Ⓜ,circle | circled M | M,m | රවුම | රවුම් M
10097,Characters,Symbols2,alphanum,🆕,NEW | NEW button,new | රවුම් new
10099,Characters,Symbols2,alphanum,🆖,NG | NG button,ng | හතරැස් ng
10101,Characters,Symbols2,alphanum,🅾,blood type | O | O button (blood type),o | o බොත්තම | රුධිරය
10103,Characters,Symbols2,alphanum,🆗,OK | OK button,OK | හතරැස් ok
10105,Characters,Symbols2,alphanum,🅿,P | P button | parking,p බොත්තම | නැවැත්වීම
10107,Characters,Symbols2,alphanum,🆘,help | SOS | SOS button,sos | උදවු | හතරැස් sos
10109,Characters,Symbols2,alphanum,🆙,mark | UP | UP! | UP! button,up | up! බොත්තම | ලකුණ
10111,Characters,Symbols2,alphanum,🆚,versus | VS | VS button,vs | එදිරිව | හතරැස් vs
10113,Characters,Symbols2,alphanum,🈁,“here” | Japanese | Japanese “here” button | katakana | ココ,ජපන් | හතරැස් katakana koko
10115,Characters,Symbols2,alphanum,🈂,“service charge” | Japanese | Japanese “service charge” button | katakana | サ,ජපන් | හතරැස් katakana sa
10117,Characters,Symbols2,alphanum,🈷,“monthly amount” | ideograph | Japanese | Japanese “monthly amount” button | 月,ජපන් | හතරැස් සඳ සංකල්ප ලකුණ
10119,Characters,Symbols2,alphanum,🈶,“not free of charge” | ideograph | Japanese | Japanese “not free of charge” button | 有,ජපන් | හතරැස් පැවතීම සංකල්ප ලකුණ
10121,Characters,Symbols2,alphanum,🈯,“reserved” | ideograph | Japanese | Japanese “reserved” button | 指,ජපන් | හතරැස් ඇඟිලි සංකල්ප ලකුණ
10123,Characters,Symbols2,alphanum,🉐,“bargain” | ideograph | Japanese | Japanese “bargain” button | 得,ජපන් | හතරැස් වාසි සංකල්ප ලකුණ
10125,Characters,Symbols2,alphanum,🈹,“discount” | ideograph | Japanese | Japanese “discount” button | 割,ජපන් | හතරැස් බෙදීම් සංකල්ප ලකුණ
10127,Characters,Symbols2,alphanum,🈚,“free of charge” | ideograph | Japanese | Japanese “free of charge” button | 無,ජපන් | හතරැස් සෘණ සංකල්ප ලකුණ
10129,Characters,Symbols2,alphanum,🈲,“prohibited” | ideograph | Japanese | Japanese “prohibited” button | 禁,ජපන් | හතරැස් තහනම් සංකල්ප ලකුණ
10131,Characters,Symbols2,alphanum,🉑,“acceptable” | ideograph | Japanese | Japanese “acceptable” button | 可,චීන | හතරැස් පිළිගැනීම් සංකල්ප ලකුණ
10133,Characters,Symbols2,alphanum,🈸,“application” | ideograph | Japanese | Japanese “application” button | 申,චීන | හතරැස් යෙදීම් සංකල්ප ලකුණ
10135,Characters,Symbols2,alphanum,🈴,“passing grade” | ideograph | Japanese | Japanese “passing grade” button | 合,චීන | හතරැස් එක්ව සංකල්ප ලකුණ
10137,Characters,Symbols2,alphanum,🈳,“vacancy” | ideograph | Japanese | Japanese “vacancy” button | 空,චීන | හතරැස් හිස් සංකල්ප ලකුණ
10139,Characters,Symbols2,alphanum,㊗,“congratulations” | ideograph | Japanese | Japanese “congratulations” button | 祝,චීන | සංකල්ප ලකුණ | සුබ පැතුම් | සුබ ප්‍රාර්ථනා | හතරැස් සුබ පැතුම් සංකල්ප ලකුණ
10141,Characters,Symbols2,alphanum,㊙,“secret” | ideograph | Japanese | Japanese “secret” button | 秘,චීන | රහස | සංකල්ප ලකුණ | හතරැස් රහස් සංකල්ප ලකුණ
10143,Characters,Symbols2,alphanum,🈺,“open for business” | ideograph | Japanese | Japanese “open for business” button | 営,චීන | හතරැස් ක්‍රියා කරමින් සංකල්ප ලකුණ
10145,Characters,Symbols2,alphanum,🈵,“no vacancy” | ideograph | Japanese | Japanese “no vacancy” button | 満,චීන | හතරැස් පූර්ණයි සංකල්ප ලකුණ
10147,Characters,Symbols2,alphanum,℗,copyright | recording | sound,පටිගත කිරීම | ප්‍රකාශන හිමිකම | ශබ්ද පටිගත කිරීමේ ප්‍රකාශන අයිතිය | ශබ්දය
10149,Characters,Symbols2,alphanum,µ,measure | micro sign,ක්ෂුද්‍ර ලකුණ | මිනුම
10151,Characters,Symbols2,geometric,🔴,circle | geometric | red,ජ්‍යාමිතික | රතු | රවුම
10153,Characters,Symbols2,geometric,🟠,circle | orange,තැඹිලි | රවුම
10155,Characters,Symbols2,geometric,🟡,circle | yellow,කහ | රවුම
10157,Characters,Symbols2,geometric,🟢,circle | green,කොළ | රවුම
10159,Characters,Symbols2,geometric,🔵,blue | circle | geometric,ජ්‍යාමිතික | නිල් | රවුම
10161,Characters,Symbols2,geometric,🟣,circle | purple,දම් | රවුම
10163,Characters,Symbols2,geometric,🟤,brown | circle,දුඹුරු | රවුම
10165,Characters,Symbols2,geometric,⚫,black circle | circle | geometric,කළු රවුම | ජ්‍යාමිතික | රවුම
10167,Characters,Symbols2,geometric,⚪,circle | geometric | white circle,ජ්‍යාමිතික | රවුම | සුදු රවුම
10169,Characters,Symbols2,geometric,🟥,red | square,චතුරස්‍රය | රතු
10171,Characters,Symbols2,geometric,🟧,orange | square,චතුරස්‍රය | තැඹිලි
10173,Characters,Symbols2,geometric,🟨,square | yellow,කහ | චතුරස්‍රය
10175,Characters,Symbols2,geometric,🟩,green | square,කොළ | චතුරස්‍රය
10177,Characters,Symbols2,geometric,🟦,blue | square,චතුරස්‍රය | නිල චතුරස්‍රය | නිල්
10179,Characters,Symbols2,geometric,🟪,purple | square,චතුරස්‍රය | දම්
10181,Characters,Symbols2,geometric,🟫,brown | square,චතුරස්‍රය | දුඹුරු
10183,Characters,Symbols2,geometric,⬛,black large square | geometric | square,කළු විශාල කොටුව | ජ්‍යාමිතික | හතරැස්
10185,Characters,Symbols2,geometric,⬜,geometric | square | white large square,ජ්‍යාමිතික | සුදු විශාල කොටුව | හතරැස්
10187,Characters,Symbols2,geometric,◼,black medium square | geometric | square,කළු මධ්‍යම ප්‍රමාණයේ කොටුව | ජ්‍යාමිතික | හතරැස්
10189,Characters,Symbols2,geometric,◻,geometric | square | white medium square,ජ්‍යාමිතික | සුදු මධ්‍යම ප්‍රමාණයේ කොටුව | හතරැස්
10191,Characters,Symbols2,geometric,◾,black medium-small square | geometric | square,කළු මධ්‍යම ප්‍රමාණයේ-කුඩා කොටුව | ජ්‍යාමිතික | හතරැස්
10193,Characters,Symbols2,geometric,◽,geometric | square | white medium-small square,ජ්‍යාමිතික | සුදු මධ්‍යම ප්‍රමාණයේ-කුඩා කොටුව | හතරැස්
10195,Characters,Symbols2,geometric,▪,black small square | geometric | square,කළු කුඩා කොටුව | ජ්‍යාමිතික | හතරැස්
10197,Characters,Symbols2,geometric,▫,geometric | square | white small square,ජ්‍යාමිතික | සුදු කුඩා කොටුව | හතරැස්
10199,Characters,Symbols2,geometric,🔶,diamond | geometric | large orange diamond | orange,ජ්‍යාමිතික | තැඹිලි | දියමන්තිය | විශාල තැඹිලි දියමන්තිය
10201,Characters,Symbols2,geometric,🔷,blue | diamond | geometric | large blue diamond,ජ්‍යාමිතික | දියමන්තිය | නිල් | විශාාල නිල් දියමන්තිය
10203,Characters,Symbols2,geometric,🔸,diamond | geometric | orange | small orange diamond,කුඩා තැඹිලි දියමන්තිය | ජ්‍යාමිතික | තැඹිලි | දියමන්තිය
10205,Characters,Symbols2,geometric,🔹,blue | diamond | geometric | small blue diamond,කුඩා නිල් දියමන්තිය | ජ්‍යාමිතික | දියමන්තිය | නිල්
10207,Characters,Symbols2,geometric,🔺,geometric | red | red triangle pointed up,ඉහළට යොමු වූ රතු ත්‍රිකෝණය | ජ්‍යාමිතික | රතු
10209,Characters,Symbols2,geometric,🔻,down | geometric | red | red triangle pointed down,ජ්‍යාමිතික | පහළ | පහළට යොමු වූ රතු ත්‍රිකෝණය | රතු
10211,Characters,Symbols2,geometric,💠,comic | diamond | diamond with a dot | geometric | inside,ඇතුළත | ජ්‍යාමිතික | තිතක් සහිත දියමන්තිය | දියමන්තිය | විහිළු
10213,Characters,Symbols2,geometric,🔘,button | geometric | radio,ජ්‍යාමිතික | බොත්තම | රේඩියෝ බොත්තම | රේඩියෝව
10215,Characters,Symbols2,geometric,🔳,button | geometric | outlined | square | white square button,කොටුව | ජ්‍යාමිතික | බොත්තම | වැටිසන | සුදු හතරැස් බොත්තම
10217,Characters,Symbols2,geometric,🔲,black square button | button | geometric | square,කළු හතරැස් බොත්තම | කොටුව | ජ්‍යාමිතික | බොත්තම
